"AdmiClusterLayer__c","Area_kort__c","Attribute__c","Enddate__c","Name","Name_short__c","OE_code__c","Push_Notification_Group_Rem_Conf_Sch__c","RecordTypeId","Sap_id__c","Startdate__c"
"","L-M04 2405 - 2409","TM","2999-12-31","VT-AL-M04 2405 - 2409","VT-AL-M04","18238","false","01230000000bdAnAAI","51013528","2014-07-28"
"","L-M05 2410 - 2434","TM","2999-12-31","VT-AL-M05 2410 - 2434","VT-AL-M05","18239","false","01230000000bdAnAAI","51013529","2014-07-28"
"","L-M06 2435 - 2489","TM","2999-12-31","VT-AL-M06 2435 - 2489","VT-AL-M06","18240","false","01230000000bdAnAAI","51013530","2014-07-28"
"","AL-M-VB","TM","2999-12-31","ADM-AL-M-VB","ADM-AL-M-VB","18241","false","01230000000bdAnAAI","51013531","2014-07-28"
"","RHT-BT-2371G","TM","2999-12-31","BT-GRHT-BT-2371G","BT-2371G","18246","false","01230000000bdAnAAI","51013536","2014-07-28"
"","RHT-2391C","TM","2999-12-31","BT-GRHT-2391C","BT-2391C","18247","false","01230000000bdAnAAI","51013537","2014-07-28"
"","RHT-BT-2401A","TM","2999-12-31","BT-GRHT-BT-2401A","BT-2401A","18248","false","01230000000bdAnAAI","51013538","2014-07-28"
"","RHT-BT-2405A","TM","2999-12-31","BT-GRHT-BT-2405A","BT-2405A","18249","false","01230000000bdAnAAI","51013539","2014-07-28"
"","RHT-BT-2411K","TM","2999-12-31","BT-GRHT-BT-2411K","BT-2411K","18250","false","01230000000bdAnAAI","51013540","2014-07-28"
"","RHT-BT-2435X","TM","2999-12-31","BT-GRHT-BT-2435X","BT-2435X","18251","false","01230000000bdAnAAI","51013541","2014-07-28"
"","erkelijke Markt Macht","BO","2999-12-31","Aanmerkelijke Markt Macht","AMM","","false","012a0000001ZR7MAAW","51013550","2014-09-01"
"","S-TL04","TML","2999-12-31","VB-ES-TL04","VB-ES-TL04","","false","012a0000001ZQt4AAG","51013548","2014-09-01"
"","tenance Management","BA4","2999-12-31","Maintenance Management","COL-SORT-BM","18272","false","012a0000001ZR7MAAW","51013577","2014-09-01"
"","tenance Support","BA4","2999-12-31","Maintenance Support","COL-SORT-BSS","18267","false","012a0000001ZR7MAAW","51013578","2014-09-01"
"","ort procesautomatisering","BA4","2999-12-31","Support procesautomatisering","COL-SORT-BSP","18268","false","012a0000001ZR7MAAW","51013579","2014-09-01"
"","V-TL10","TML","2999-12-31","VB-DV-TL10","VB-DV-TL10","","false","012a0000001ZQt4AAG","51013582","2014-09-01"
"","H-UK","TM","2999-12-31","VT-AH-UK","VT-AH-UK","18273","false","01230000000bdAnAAI","51013555","2014-09-12"
"","V-TL11","TML","2999-12-31","VB-DV-TL11","VB-DV-TL11","","false","012a0000001ZQt4AAG","51013583","2014-09-16"
"","V-TL12","TML","2999-12-31","VB-DV-TL12","VB-DV-TL12","","false","012a0000001ZQt4AAG","51013584","2014-09-16"
"","V-TL13","TML","2999-12-31","VB-DV-TL13","VB-DV-TL13","","false","012a0000001ZQt4AAG","51013585","2014-09-16"
"","V-TL14","TML","2999-12-31","VB-DV-TL14","VB-DV-TL14","","false","012a0000001ZQt4AAG","51013586","2014-09-16"
"","SD-TL06","TML","2999-12-31","BZ-ASD-TL06","BZ-ASDC-TL06","","false","012a0000001ZQt4AAG","51013587","2014-09-17"
"","&Maas-BT-5591N","TM","2999-12-31","Peel&Maas-BT-5591N","BT-5591N","18279","false","01230000000bdAnAAI","51013556","2014-09-19"
"","SN-TL09","TML","2999-12-31","VB-ASN-TL09","VB-ASN-TL09","","false","012a0000001ZQt4AAG","51013560","2014-09-24"
"","SN-TL10","TML","2999-12-31","VB-ASN-TL10","VB-ASN-TL10","","false","012a0000001ZQt4AAG","51013561","2014-09-24"
"","SN-TL11","TML","2999-12-31","VB-ASN-TL11","VB-ASN-TL11","","false","012a0000001ZQt4AAG","51013562","2014-09-24"
"","RV-AU01","TM","2999-12-31","BT-HRV-AU01","BT-HRV-AU01","18327","false","01230000000bdAnAAI","51013630","2014-09-24"
"","dkop-BT-1761C","TM","2999-12-31","Noordkop-BT-1761C","BT-1761C","18338","false","01230000000bdAnAAI","51013641","2014-09-24"
"","n Voorbereiden","VST","2999-12-31","Hoorn Voorbereiden","HN-VB","18343","false","01230000000bdAnAAI","51013563","2014-09-26"
"","N-TL01","TML","2999-12-31","VB-HN-TL01","VB-HN-TL01","","false","012a0000001ZQt4AAG","51013565","2014-09-26"
"","N01 1621-1624","TM","2999-12-31","VT-HN01 1621-1624","VT-HN01","18345","false","01230000000bdAnAAI","51013566","2014-09-26"
"","N02 1625-1629","TM","2999-12-31","VT-HN02 1625-1629","VT-HN02","18346","false","01230000000bdAnAAI","51013567","2014-09-26"
"","N03 1630-1669 1679-1679","TM","2999-12-31","VT-HN03 1630-1669 1679-1679","VT-HN03","18347","false","01230000000bdAnAAI","51013568","2014-09-26"
"","N04 1685-1689 1695-1699","TM","2999-12-31","VT-HN04 1685-1689 1695-1699","VT-HN04","18348","false","01230000000bdAnAAI","51013569","2014-09-26"
"","HN-VB","TM","2999-12-31","ADM-HN-VB","ADM-HN-VB","18350","false","01230000000bdAnAAI","51013571","2014-09-26"
"","dkop-BT-1621G","TM","2999-12-31","Noordkop-BT-1621G","BT-1621G","18353","false","01230000000bdAnAAI","51013574","2014-09-26"
"","dkop-BT-1685P","TM","2999-12-31","Noordkop-BT-1685P","BT-1685P","18354","false","01230000000bdAnAAI","51013650","2014-09-26"
"","dkop-BT-1633J","TM","2999-12-31","Noordkop-BT-1633J","BT-1633J","18356","false","01230000000bdAnAAI","51013652","2014-09-26"
"","uizen Voorbereiden","VST","2999-12-31","Enkhuizen Voorbereiden","EHZ-VB","18361","false","01230000000bdAnAAI","51013657","2014-09-26"
"","HZ-TL01","TML","2999-12-31","VB-EHZ-TL01","VB-EHZ-TL01","","false","012a0000001ZQt4AAG","51013658","2014-09-26"
"","HZ01 4432 tm 4435","TM","2999-12-31","VT-EHZ01 4432 tm 4435","VT-EHZ01","18363","false","01230000000bdAnAAI","51013659","2014-09-26"
"","HZ02 4442 tm 4444","TM","2999-12-31","VT-EHZ02 4442 tm 4444","VT-EHZ02","18364","false","01230000000bdAnAAI","51013660","2014-09-26"
"","HZ03 5 tm 6","TM","2999-12-31","VT-EHZ03 5 tm 6","VT-EHZ03","18365","false","01230000000bdAnAAI","51013661","2014-09-26"
"","dkop-BT-1601J","TM","2999-12-31","Noordkop-BT-1601J","BT-1601J","18370","false","01230000000bdAnAAI","51013666","2014-09-26"
"","dkop-BT-1613J","TM","2999-12-31","Noordkop-BT-1613J","BT-1613J","18371","false","01230000000bdAnAAI","51013667","2014-09-26"
"","dkop-BT-1671K","TM","2999-12-31","Noordkop-BT-1671K","BT-1671K","18373","false","01230000000bdAnAAI","51013669","2014-09-26"
"","BOSCH-BT-5345L","TM","2999-12-31","DEN BOSCH-BT-5345L","BT-5345L","18391","false","01230000000bdAnAAI","51013688","2014-09-26"
"","BOSCH-BT-5342A","TM","2999-12-31","DEN BOSCH-BT-5342A","BT-5342A","18392","false","01230000000bdAnAAI","51013689","2014-09-26"
"","BOSCH-BT-5366A","TM","2999-12-31","DEN BOSCH-BT-5366A","BT-5366A","18394","false","01230000000bdAnAAI","51013692","2014-09-26"
"","BOSCH-BT-5382J","TM","2999-12-31","DEN BOSCH-BT-5382J","BT-5382J","18395","false","01230000000bdAnAAI","51013693","2014-09-26"
"","Voorbereiden","VST","2999-12-31","Goes Voorbereiden","GS-VB","18397","false","01230000000bdAnAAI","51013697","2014-09-26"
"","S-TL01","TML","2999-12-31","VB-GS-TL01","VB-GS-TL01","","false","012a0000001ZQt4AAG","51013698","2014-09-26"
"","S-01 4300-29 4462-99","TM","2999-12-31","VT-GS-01 4300-29 4462-99","VT-GS-01","18399","false","01230000000bdAnAAI","51013699","2014-09-26"
"","S-02 4400-29 4430-61","TM","2999-12-31","VT-GS-02 4400-29 4430-61","VT-GS-02","18400","false","01230000000bdAnAAI","51013700","2014-09-26"
"","S-04","TM","2999-12-31","VT-GS-04","VT-GS-04","18401","false","01230000000bdAnAAI","51013701","2014-09-26"
"","S-TL02","TML","2999-12-31","VB-GS-TL02","VB-GS-TL02","","false","012a0000001ZQt4AAG","51013702","2014-09-26"
"","S-03","TM","2999-12-31","VT-GS-03","VT-GS-03","18403","false","01230000000bdAnAAI","51013703","2014-09-26"
"","S-05","TM","2999-12-31","VT-GS-05","VT-GS-05","18404","false","01230000000bdAnAAI","51013704","2014-09-26"
"","GS-VB","TM","2999-12-31","ADM-GS-VB","ADM-GS-VB","18410","false","01230000000bdAnAAI","51013710","2014-09-26"
"","ilanden-4401H","TM","2999-12-31","BT-Eilanden-4401H","BT-4401H","18413","false","01230000000bdAnAAI","51013713","2014-09-26"
"","ilanden-4421C","TM","2999-12-31","BT-Eilanden-4421C","BT-4421C","18414","false","01230000000bdAnAAI","51013714","2014-09-26"
"","ilanden-4462G","TM","2999-12-31","BT-Eilanden-4462G","BT-4462G","18415","false","01230000000bdAnAAI","51013715","2014-09-26"
"","ilanden-4464A","TM","2999-12-31","BT-Eilanden-4464A","BT-4464A","18416","false","01230000000bdAnAAI","51013716","2014-09-26"
"","ilanden-4451B","TM","2999-12-31","BT-Eilanden-4451B","BT-4451B","18418","false","01230000000bdAnAAI","51013718","2014-09-26"
"","ilanden-3223L","TM","2999-12-31","BT-Eilanden-3223L","BT-3223L","18447","false","01230000000bdAnAAI","51013743","2014-09-29"
"","ilanden-3232C","TM","2999-12-31","BT-Eilanden-3232C","BT-3232C","18448","false","01230000000bdAnAAI","51013744","2014-09-29"
"","ilanden-3233T","TM","2999-12-31","BT-Eilanden-3233T","BT-3233T","18449","false","01230000000bdAnAAI","51013745","2014-09-29"
"","-BT-3117T","TM","2999-12-31","RT-Z-BT-3117T","BT-3117T","18461","false","01230000000bdAnAAI","51013753","2014-09-16"
"","-BT-3119V","TM","2999-12-31","RT-Z-BT-3119V","BT-3119V","18462","false","01230000000bdAnAAI","51013754","2014-09-16"
"","-BT-3123C","TM","2999-12-31","RT-Z-BT-3123C","BT-3123C","18463","false","01230000000bdAnAAI","51013755","2014-09-16"
"","BR-4921K","TM","2999-12-31","BT-WBR-4921K","BT-4921K","18479","false","01230000000bdAnAAI","51013771","2014-09-16"
